id,created,primary,nauth,flags
2603.00001,2026-06-21,math.GM,2,
2603.00002,2025-12-29,math.MG,1,
2603.00005,2026-01-12,math.OC,4,
2603.00006,2026-01-20,math.OC,2,
2603.00007,2026-03-05,math.MG,1,
2603.00009,2026-01-26,math.OC,2,
2603.00010,2026-03-17,cs.LG,3,
2603.00011,2026-03-05,math.OC,1,
2603.00012,2026-01-28,math.OC,4,
2603.00013,2026-01-29,math.OC,2,
2603.00014,2026-01-30,math.OC,2,
2603.00015,2026-01-31,math.RA,3,
2603.00017,2026-04-15,math.GM,1,
2603.00018,2026-02-02,math.RA,1,
2603.00019,2026-02-02,math.MG,1,
2603.00023,2026-02-03,math.OC,3,
2603.00027,2026-02-04,math.OC,4,
2603.00032,2026-02-05,math.DG,1,
2603.00033,2026-04-18,math.OC,5,
2603.00034,2026-02-05,math.MG,2,
2603.00036,2026-02-08,math.RA,4,
2603.00038,2026-02-08,math.OC,2,
2603.00047,2026-03-03,econ.EM,1,
2603.00064,2026-02-10,math.NT,2,
2603.00071,2026-02-11,math.OC,3,
2603.00075,2026-02-12,math.GM,1,
2603.00083,2026-02-14,math.RA,1,
2603.00098,2026-02-17,stat.OT,3,
2603.00125,2026-02-23,math.OC,3,
2603.00130,2026-04-27,cs.MA,1,
2603.00174,2026-02-26,cs.IT,1,
2603.00179,2026-05-23,cs.CR,1,
2603.00199,2026-03-15,physics.flu-dyn,3,
2603.00202,2026-03-07,stat.ML,1,
2603.00209,2026-02-27,math.GM,2,
2603.00215,2026-03-09,math.CO,1,
2603.00216,2026-02-27,math.ST,3,
2603.00261,2026-02-27,math.AP,2,
2603.00268,2026-02-27,math.NA,3,
2603.00275,2026-02-27,math.DS,1,
2603.00276,2026-03-03,math.OA,2,
2603.00278,2026-02-27,math.NT,1,
2603.00284,2026-02-27,math.OC,2,
2603.00286,2026-02-27,math.OC,2,
2603.00288,2026-03-19,math.CO,1,
2603.00298,2026-02-27,math.CO,4,
2603.00299,2026-02-27,math.SP,1,
2603.00300,2026-02-27,math.CA,3,
2603.00301,2026-03-12,math.NT,1,
2603.00304,2026-02-27,math.CO,1,
2603.00305,2026-02-27,math.LO,1,
2603.00323,2026-02-27,math.CV,2,
2603.00328,2026-02-27,math.OC,3,
2603.00332,2026-02-27,math.OC,3,
2603.00333,2026-02-27,math.OC,5,
2603.00334,2026-02-27,math.CO,3,
2603.00339,2026-02-27,math.AP,3,
2603.00344,2026-02-27,math.PR,3,
2603.00353,2026-02-27,math.PR,2,
2603.00360,2026-02-27,math.NA,3,
2603.00366,2026-03-03,math.NA,4,
2603.00367,2026-02-27,math.AG,1,
2603.00370,2026-02-27,math.FA,1,
2603.00373,2026-02-27,math.OC,3,
2603.00379,2026-02-27,eess.SY,3,
2603.00383,2026-02-27,physics.geo-ph,2,
2603.00386,2026-02-28,math.AG,3,
2603.00387,2026-02-28,math.PR,2,
2603.00391,2026-02-28,math-ph,2,
2603.00396,2026-02-28,cs.LG,2,
2603.00401,2026-04-03,quant-ph,1,
2603.00406,2026-02-28,quant-ph,1,
2603.00419,2026-05-23,math.NA,2,
2603.00428,2026-03-04,math.CO,4,
2603.00445,2026-02-28,math.AP,3,
2603.00447,2026-05-25,math.DG,3,
2603.00448,2026-02-28,cs.DB,1,
2603.00469,2026-02-28,cs.AI,1,
2603.00474,2026-04-02,cs.IT,5,ai:llm;ai:llm_full
2603.00482,2026-02-28,cs.CV,8,
2603.00491,2026-02-28,cs.LG,4,
2603.00499,2026-02-28,math.PR,3,
2603.00514,2026-02-28,math.OC,7,
2603.00524,2026-05-12,math-ph,1,
2603.00538,2026-02-28,cs.CE,3,
2603.00553,2026-02-28,math.ST,1,
2603.00556,2026-02-28,math.FA,2,
2603.00557,2026-05-04,math.OC,1,
2603.00559,2026-02-28,math.NT,3,
2603.00561,2026-02-28,math.AP,1,
2603.00564,2026-07-06,math.AG,1,
2603.00571,2026-02-28,math.NT,1,
2603.00577,2026-02-28,math.AG,1,
2603.00583,2026-02-28,math.FA,2,
2603.00593,2026-02-28,math.CO,1,
2603.00594,2026-02-28,math.NA,3,
2603.00603,2026-03-03,math.RT,1,
2603.00605,2026-03-31,math.CO,2,
2603.00627,2026-02-28,eess.SP,3,
2603.00639,2026-02-28,math.OC,2,
2603.00642,2026-02-28,math.LO,2,
2603.00644,2026-02-28,math.OC,2,
2603.00645,2026-02-28,math.FA,2,
2603.00652,2026-05-16,quant-ph,3,
2603.00658,2026-02-28,math.GM,1,
2603.00659,2026-03-05,math.FA,2,
2603.00660,2026-02-28,math.NT,4,
2603.00661,2026-06-22,math.ST,2,
2603.00664,2026-02-28,math.CO,2,
2603.00671,2026-02-28,math.AP,3,
2603.00672,2026-02-28,math.AG,2,
2603.00673,2026-02-28,math.NT,2,
2603.00674,2026-02-28,math.LO,1,
2603.00677,2026-02-28,math.DS,1,
2603.00679,2026-06-14,math.NT,1,
2603.00681,2026-02-28,math.AP,2,
2603.00684,2026-02-28,math.DS,1,
2603.00690,2026-02-28,cs.IT,2,
2603.00692,2026-02-28,math.CO,3,
2603.00693,2026-02-28,math.CO,5,
2603.00705,2026-02-28,math.PR,3,
2603.00709,2026-02-28,math.DS,5,
2603.00713,2026-02-28,math.OC,3,
2603.00715,2026-02-28,math.CO,3,
2603.00723,2026-02-28,math.AG,1,
2603.00733,2026-02-28,math.AT,1,
2603.00738,2026-02-28,q-fin.PM,2,
2603.00747,2026-02-28,math.CA,1,
2603.00748,2026-02-28,math.AP,1,
2603.00750,2026-02-28,math.ST,1,
2603.00752,2026-05-29,math.AC,1,
2603.00758,2026-02-28,math.DS,1,
2603.00765,2026-02-28,math.AP,2,
2603.00768,2026-03-22,math.NT,1,
2603.00769,2026-02-28,math.OC,4,
2603.00771,2026-02-28,math.GT,4,
2603.00773,2026-04-03,math.PR,1,
2603.00775,2026-02-28,math.OC,1,
2603.00779,2026-02-28,math.AP,2,
2603.00780,2026-06-30,math.AG,2,
2603.00781,2026-05-30,physics.space-ph,3,
2603.00784,2026-02-28,math.PR,2,
2603.00788,2026-02-28,quant-ph,6,
2603.00790,2026-03-25,math.NT,1,
2603.00794,2026-02-28,math.ST,2,
2603.00796,2026-02-28,math.MG,1,
2603.00799,2026-02-28,math.AP,1,
2603.00806,2026-02-28,math.PR,4,
2603.00809,2026-02-28,cond-mat.stat-mech,1,
2603.00813,2026-02-28,math.OC,2,
2603.00815,2026-02-28,math.AP,1,
2603.00816,2026-06-02,math.GT,2,
2603.00819,2026-07-03,math.NA,3,
2603.00826,2026-02-28,math.CO,3,
2603.00827,2026-07-01,math.ST,1,
2603.00831,2026-02-28,math.AP,9,
2603.00836,2026-03-05,math.NT,1,
2603.00838,2026-02-28,math.NT,1,
2603.00839,2026-02-28,math.NA,1,
2603.00843,2026-03-01,math.NA,3,
2603.00849,2026-03-01,math.ST,2,
2603.00851,2026-03-01,math.OC,2,
2603.00858,2026-03-01,econ.TH,5,
2603.00860,2026-03-01,math.NA,2,
2603.00861,2026-03-01,cs.DM,2,
2603.00872,2026-03-09,math.DS,2,
2603.00880,2026-03-01,cs.MS,3,
2603.00886,2026-03-01,math.AG,1,
2603.00891,2026-03-01,math.OC,1,
2603.00893,2026-03-01,math.RA,1,
2603.00894,2026-03-01,math.AP,1,
2603.00896,2026-03-01,math.CT,1,formal:lean;formal:mathlib
2603.00899,2026-03-01,math.CO,5,
2603.00900,2026-03-01,math.AP,1,
2603.00904,2026-03-01,math.NA,4,
2603.00910,2026-03-01,cs.IT,4,ai:llm_full
2603.00914,2026-03-01,math.AT,2,
2603.00928,2026-03-01,math.RT,2,
2603.00929,2026-03-01,math.PR,1,
2603.00930,2026-03-01,cs.IT,1,
2603.00933,2026-03-01,math.AP,3,
2603.00934,2026-03-01,math.OC,2,
2603.00939,2026-05-13,math-ph,1,
2603.00942,2026-03-18,math.DG,1,
2603.00943,2026-03-01,cs.IT,7,
2603.00945,2026-03-10,math.OC,2,
2603.00953,2026-03-01,math.AP,3,
2603.00956,2026-03-01,math.AP,1,
2603.00957,2026-03-01,math.AP,3,
2603.00962,2026-03-01,math.OC,2,
2603.00969,2026-03-01,math.CV,3,
2603.00970,2026-03-01,math.AC,3,
2603.00971,2026-03-01,stat.ML,2,
2603.00982,2026-03-01,math.PR,1,
2603.01002,2026-03-01,math.CO,1,
2603.01005,2026-03-01,math.CO,2,
2603.01018,2026-05-04,math.CO,1,
2603.01020,2026-04-14,math.CO,3,
2603.01030,2026-06-24,math.NA,4,
2603.01039,2026-03-01,math.AP,3,
2603.01046,2026-03-01,math.FA,1,
2603.01049,2026-03-01,cs.IT,4,
2603.01056,2026-03-01,cs.LO,1,formal:lean;formal:mathlib
2603.01065,2026-03-01,math.AG,1,
2603.01066,2026-03-01,math.DG,4,
2603.01069,2026-03-01,cs.AR,3,
2603.01076,2026-03-01,math.OC,2,
2603.01077,2026-03-01,math.DS,3,
2603.01078,2026-03-01,math.AP,2,
2603.01079,2026-05-28,math.GT,3,
2603.01084,2026-05-18,math.DS,2,
2603.01087,2026-05-01,nlin.SI,1,
2603.01093,2026-03-01,math.NA,3,
2603.01100,2026-05-25,math.AP,3,
2603.01102,2026-03-01,physics.flu-dyn,3,
2603.01105,2026-03-01,quant-ph,1,
2603.01112,2026-03-01,math.NT,4,
2603.01114,2026-03-01,math.GN,2,
2603.01127,2026-03-26,math.SP,2,
2603.01132,2026-03-01,math.CA,1,
2603.01136,2026-03-01,math.AP,3,
2603.01138,2026-03-01,math.AP,2,
2603.01141,2026-03-01,math.OC,2,
2603.01148,2026-05-08,math.NT,2,
2603.01177,2026-03-01,math.DS,2,
2603.01181,2026-03-01,math.DG,3,
2603.01183,2026-03-01,math.FA,2,
2603.01186,2026-03-07,math.DS,3,
2603.01188,2026-03-01,math.OC,4,
2603.01191,2026-03-01,math.NA,2,
2603.01200,2026-03-01,math.OC,3,
2603.01216,2026-03-01,eess.SP,1,
2603.01219,2026-07-06,math.AT,1,
2603.01222,2026-03-01,cs.IT,3,
2603.01233,2026-03-01,math.NA,1,
2603.01240,2026-03-01,hep-th,2,
2603.01242,2026-03-01,math.PR,2,
2603.01251,2026-03-01,math.AG,2,
2603.01256,2026-03-01,math.CO,4,
2603.01261,2026-05-18,math.AG,2,
2603.01265,2026-03-01,math.RT,2,
2603.01268,2026-03-01,cs.DS,2,
2603.01273,2026-03-10,cond-mat.quant-gas,1,
2603.01278,2026-05-22,cond-mat.stat-mech,1,
2603.01280,2026-03-01,physics.hist-ph,1,
2603.01287,2026-03-01,cs.IT,2,
2603.01298,2026-03-30,q-fin.PM,9,
2603.01303,2026-03-01,math.GT,1,
2603.01306,2026-03-01,math.OC,3,
2603.01308,2026-03-01,cs.LO,1,formal:proof_assistant
2603.01310,2026-03-01,math.NT,1,
2603.01312,2026-03-01,math.GT,1,
2603.01318,2026-03-01,math.CO,1,
2603.01322,2026-03-01,math.PR,4,
2603.01336,2026-04-19,math.FA,2,
2603.01338,2026-03-24,math.AP,1,
2603.01342,2026-03-02,math.PR,2,
2603.01350,2026-03-02,math.QA,2,
2603.01356,2026-03-02,math.PR,3,
2603.01360,2026-03-02,math.AP,2,
2603.01362,2026-03-02,math.AP,3,
2603.01368,2026-03-06,math.CO,1,
2603.01373,2026-03-02,math.RT,2,
2603.01379,2026-03-02,cs.IT,5,
2603.01387,2026-03-03,q-bio.NC,2,
2603.01390,2026-04-30,math.RT,1,
2603.01394,2026-03-02,math.DG,3,
2603.01395,2026-03-02,math.PR,3,
2603.01403,2026-03-02,eess.SY,2,
2603.01406,2026-05-20,cs.LG,1,
2603.01424,2026-06-10,math.RA,3,
2603.01430,2026-03-02,math.OC,4,
2603.01432,2026-03-02,math.PR,1,
2603.01434,2026-03-02,math.ST,1,
2603.01435,2026-03-02,math.PR,1,
2603.01439,2026-03-02,math.AT,1,
2603.01445,2026-03-02,math.AG,4,
2603.01446,2026-05-11,math.FA,1,
2603.01456,2026-03-10,gr-qc,6,
2603.01466,2026-04-15,math.FA,4,
2603.01483,2026-03-02,math.CV,2,
2603.01504,2026-03-02,math.NA,1,
2603.01510,2026-03-02,math.AP,2,
2603.01513,2026-03-02,cs.SI,4,
2603.01519,2026-03-02,math-ph,4,
2603.01527,2026-03-02,math.AP,3,
2603.01531,2026-03-02,math.AT,3,
2603.01538,2026-03-02,math.AG,1,
2603.01540,2026-03-02,math.AG,1,
2603.01543,2026-04-27,math.DG,3,
2603.01551,2026-03-02,math.AP,3,
2603.01555,2026-03-02,math.NA,3,
2603.01568,2026-03-02,cs.LG,3,
2603.01572,2026-03-04,math.DG,1,
2603.01575,2026-05-28,quant-ph,3,
2603.01595,2026-03-02,math.LO,4,
2603.01600,2026-03-02,math.NA,4,
2603.01610,2026-03-02,math.SP,3,
2603.01614,2026-03-02,math.CA,3,
2603.01617,2026-03-02,math.PR,3,
2603.01619,2026-03-02,math.GT,2,
2603.01621,2026-03-02,cs.CR,6,
2603.01627,2026-03-02,math.NT,2,
2603.01643,2026-03-31,math.DG,1,
2603.01645,2026-03-02,math.NA,1,
2603.01646,2026-03-02,math.AP,2,
2603.01665,2026-03-18,math.DG,3,
2603.01669,2026-03-10,math.CO,2,
2603.01670,2026-03-02,math.PR,2,
